Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor,Unnamed: 26,Unnamed: 24
noczbwq,P,10/01/2015 14:30,1.0,1.0,,25.0,<0> ,45.18,<0> ,29.2,<0> ,59.9,<0> ,4.2,<0> ,0.59,<0> ,0.64,<3> ,7.4,<0> ,18.0,<0> ,,,,
noczbwq,P,10/01/2015 14:45,1.0,1.0,,25.0,<0> ,45.18,<0> ,29.2,<0> ,59.7,<0> ,4.2,<0> ,0.54,<0> ,0.59,<3> ,7.4,<0> ,19.0,<0> ,,,,
noczbwq,P,10/01/2015 15:00,1.0,1.0,,24.9,<0> ,45.15,<0> ,29.2,<0> ,58.3,<0> ,4.1,<0> ,0.49,<0> ,0.54,<3> ,7.3,<0> ,19.0,<0> ,,,,
noczbwq,P,10/01/2015 15:15,1.0,1.0,,24.8,<0> ,45.05,<0> ,29.1,<0> ,57.0,<0> ,4.0,<0> ,0.44,<0> ,0.49,<3> ,7.3,<0> ,19.0,<0> ,,,,
noczbwq,P,10/01/2015 15:30,1.0,1.0,,24.8,<0> ,45.0,<0> ,29.1,<0> ,56.5,<0> ,4.0,<0> ,0.39,<0> ,0.44,<3> ,7.3,<0> ,21.0,<0> ,,,,
noczbwq,P,10/01/2015 15:45,1.0,1.0,,24.7,<0> ,44.88,<0> ,29.0,<0> ,56.3,<0> ,4.0,<0> ,0.34,<0> ,0.39,<3> ,7.3,<0> ,23.0,<0> ,,,,
noczbwq,P,10/02/2015 14:00,1.0,1.0,,21.1,<0> ,39.39,<0> ,25.2,<0> ,85.7,<0> ,6.6,<0> ,0.95,<0> ,1.05,<3> ,7.6,<0> ,24.0,<0> ,,,,
noczbwq,P,10/02/2015 14:15,1.0,1.0,,21.1,<0> ,38.77,<0> ,24.7,<0> ,84.8,<0> ,6.5,<0> ,0.89,<0> ,0.99,<3> ,7.6,<0> ,25.0,<0> ,,,,
noczbwq,P,10/02/2015 14:30,1.0,1.0,,21.1,<0> ,38.56,<0> ,24.6,<0> ,83.0,<0> ,6.4,<0> ,0.82,<0> ,0.92,<3> ,7.6,<0> ,25.0,<0> ,,,,
noczbwq,P,10/02/2015 14:45,1.0,1.0,,21.3,<0> ,38.11,<0> ,24.2,<0> ,83.4,<0> ,6.4,<0> ,0.77,<0> ,0.87,<3> ,7.6,<0> ,28.0,<0> ,,,,
noczbwq,P,10/02/2015 15:00,1.0,1.0,,21.3,<0> ,37.88,<0> ,24.1,<0> ,82.0,<0> ,6.3,<0> ,0.71,<0> ,0.81,<3> ,7.5,<0> ,27.0,<0> ,,,,
noczbwq,P,10/02/2015 15:15,1.0,1.0,,21.7,<0> ,38.44,<0> ,24.5,<0> ,80.4,<0> ,6.1,<0> ,0.66,<0> ,0.76,<3> ,7.5,<0> ,27.0,<0> ,,,,
noczbwq,P,10/02/2015 15:30,1.0,1.0,,21.6,<0> ,37.95,<0> ,24.1,<0> ,79.3,<0> ,6.1,<0> ,0.6,<0> ,0.7,<3> ,7.5,<0> ,30.0,<0> ,,,,
noczbwq,P,10/02/2015 15:45,1.0,1.0,,21.6,<0> ,38.04,<0> ,24.2,<0> ,78.6,<0> ,6.0,<0> ,0.55,<0> ,0.65,<3> ,7.5,<0> ,38.0,<0> ,,,,
noczbwq,P,10/03/2015 14:00,1.0,1.0,,24.7,<0> ,40.7,<0> ,26.0,<0> ,98.0,<0> ,7.0,<0> ,1.36,<0> ,1.44,<3> ,7.8,<0> ,25.0,<0> ,,,,
noczbwq,P,10/03/2015 14:15,1.0,1.0,,24.7,<0> ,40.64,<0> ,26.0,<0> ,98.3,<0> ,7.0,<0> ,1.28,<0> ,1.36,<3> ,7.8,<0> ,25.0,<0> ,,,,
noczbwq,P,10/03/2015 14:30,1.0,1.0,,24.9,<0> ,40.52,<0> ,25.9,<0> ,98.5,<0> ,7.1,<0> ,1.2,<0> ,1.28,<3> ,7.8,<0> ,22.0,<0> ,,,,
noczbwq,P,10/03/2015 14:45,1.0,1.0,,25.0,<0> ,40.43,<0> ,25.8,<0> ,97.7,<0> ,7.0,<0> ,1.12,<0> ,1.2,<3> ,7.7,<0> ,26.0,<0> ,,,,
noczbwq,P,10/03/2015 15:00,1.0,1.0,,25.3,<0> ,40.17,<0> ,25.6,<0> ,95.7,<0> ,6.8,<0> ,1.05,<0> ,1.13,<3> ,7.7,<0> ,26.0,<0> ,,,,
noczbwq,P,10/03/2015 15:15,1.0,1.0,,25.1,<0> ,40.14,<0> ,25.6,<0> ,93.3,<0> ,6.7,<0> ,0.99,<0> ,1.07,<3> ,7.7,<0> ,23.0,<0> ,,,,
noczbwq,P,10/03/2015 15:30,1.0,1.0,,25.5,<0> ,39.78,<0> ,25.4,<0> ,91.9,<0> ,6.5,<0> ,0.94,<0> ,1.02,<3> ,7.6,<0> ,19.0,<0> ,,,,
noczbwq,P,10/03/2015 15:45,1.0,1.0,,25.7,<0> ,39.54,<0> ,25.2,<0> ,92.0,<0> ,6.5,<0> ,0.89,<0> ,0.97,<3> ,7.6,<0> ,21.0,<0> ,,,,
noczbwq,P,10/04/2015 14:00,1.0,1.0,,23.7,<0> ,36.84,<0> ,23.3,<0> ,85.4,<0> ,6.3,<0> ,1.59,<0> ,1.67,<3> ,7.7,<0> ,17.0,<0> ,,,,
noczbwq,P,10/04/2015 14:15,1.0,1.0,,23.6,<0> ,35.82,<0> ,22.6,<0> ,93.4,<0> ,7.0,<0> ,1.57,<0> ,1.65,<3> ,7.7,<0> ,19.0,<0> ,,,,
noczbwq,P,10/04/2015 14:30,1.0,1.0,,23.6,<0> ,36.06,<0> ,22.8,<0> ,92.2,<0> ,6.9,<0> ,1.52,<0> ,1.6,<3> ,7.7,<0> ,22.0,<0> ,,,,
noczbwq,P,10/04/2015 14:45,1.0,1.0,,23.6,<0> ,36.22,<0> ,22.9,<0> ,92.5,<0> ,6.9,<0> ,1.47,<0> ,1.55,<3> ,7.7,<0> ,19.0,<0> ,,,,
noczbwq,P,10/04/2015 15:00,1.0,1.0,,23.5,<0> ,36.24,<0> ,22.9,<0> ,91.4,<0> ,6.8,<0> ,1.44,<0> ,1.52,<3> ,7.7,<0> ,18.0,<0> ,,,,
noczbwq,P,10/04/2015 15:15,1.0,1.0,,23.5,<0> ,36.39,<0> ,23.0,<0> ,91.6,<0> ,6.8,<0> ,1.39,<0> ,1.47,<3> ,7.7,<0> ,17.0,<0> ,,,,
noczbwq,P,10/04/2015 15:30,1.0,1.0,,23.5,<0> ,36.78,<0> ,23.3,<0> ,86.6,<0> ,6.4,<0> ,1.33,<0> ,1.41,<3> ,7.7,<0> ,18.0,<0> ,,,,
noczbwq,P,10/04/2015 15:45,1.0,1.0,,23.6,<0> ,37.38,<0> ,23.7,<0> ,77.2,<0> ,5.7,<0> ,1.29,<0> ,1.37,<3> ,7.6,<0> ,17.0,<0> ,,,,
noczbwq,P,10/05/2015 14:00,1.0,1.0,{CSM},22.1,<0> (CWE),27.52,<0> (CWE),16.9,<0> (CWE),93.7,<0> (CWE),7.4,<0> (CWE),1.52,<0> (CWE),1.56,<3> ,7.7,<0> (CWE),29.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 14:15,1.0,1.0,{CSM},22.2,<0> (CWE),26.61,<0> (CWE),16.3,<0> (CWE),92.6,<0> (CWE),7.3,<0> (CWE),1.54,<0> (CWE),1.58,<3> ,7.7,<0> (CWE),27.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 14:30,1.0,1.0,{CSM},22.2,<0> (CWE),26.06,<0> (CWE),16.0,<0> (CWE),91.5,<0> (CWE),7.3,<0> (CWE),1.56,<0> (CWE),1.6,<3> ,7.7,<0> (CWE),33.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 14:45,1.0,1.0,{CSM},22.2,<0> (CWE),25.63,<0> (CWE),15.7,<0> (CWE),91.6,<0> (CWE),7.3,<0> (CWE),1.56,<0> (CWE),1.6,<3> ,7.7,<0> (CWE),32.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 15:00,1.0,1.0,{CSM},22.2,<0> (CWE),24.98,<0> (CWE),15.2,<0> (CWE),92.1,<0> (CWE),7.3,<0> (CWE),1.56,<0> (CWE),1.6,<3> ,7.7,<0> (CWE),34.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 15:15,1.0,1.0,{CSM},22.2,<0> (CWE),25.33,<0> (CWE),15.5,<0> (CWE),90.5,<0> (CWE),7.2,<0> (CWE),1.53,<0> (CWE),1.57,<3> ,7.7,<0> (CWE),22.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 15:30,1.0,1.0,{CSM},22.3,<0> (CWE),25.16,<0> (CWE),15.4,<0> (CWE),90.8,<0> (CWE),7.2,<0> (CWE),1.51,<0> (CWE),1.54,<3> ,7.7,<0> (CWE),18.0,<0> (CWE),,,,
noczbwq,P,10/05/2015 15:45,1.0,1.0,{CSM},22.2,<0> (CWE),26.61,<0> (CWE),16.3,<0> (CWE),80.6,<0> (CWE),6.4,<0> (CWE),1.47,<0> (CWE),1.5,<3> ,7.6,<0> (CWE),24.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 14:00,1.0,1.0,{CSM},19.9,<0> (CWE),23.93,<0> (CWE),14.6,<0> (CWE),86.6,<0> (CWE),7.2,<0> (CWE),1.46,<0> (CWE),1.46,<3> ,7.6,<0> (CWE),14.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 14:15,1.0,1.0,{CSM},20.0,<0> (CWE),23.29,<0> (CWE),14.1,<0> (CWE),88.5,<0> (CWE),7.4,<0> (CWE),1.51,<0> (CWE),1.52,<3> ,7.6,<0> (CWE),13.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 14:30,1.0,1.0,{CSM},20.1,<0> (CWE),22.78,<0> (CWE),13.8,<0> (CWE),90.7,<0> (CWE),7.6,<0> (CWE),1.55,<0> (CWE),1.56,<3> ,7.6,<0> (CWE),11.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 14:45,1.0,1.0,{CSM},20.2,<0> (CWE),22.28,<0> (CWE),13.5,<0> (CWE),91.3,<0> (CWE),7.7,<0> (CWE),1.59,<0> (CWE),1.6,<3> ,7.7,<0> (CWE),10.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 15:00,1.0,1.0,{CSM},20.2,<0> (CWE),21.99,<0> (CWE),13.3,<0> (CWE),91.0,<0> (CWE),7.6,<0> (CWE),1.61,<0> (CWE),1.61,<3> ,7.7,<0> (CWE),10.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 15:15,1.0,1.0,{CSM},20.2,<0> (CWE),21.82,<0> (CWE),13.2,<0> (CWE),90.8,<0> (CWE),7.6,<0> (CWE),1.62,<0> (CWE),1.62,<3> ,7.6,<0> (CWE),10.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 15:30,1.0,1.0,{CSM},20.3,<0> (CWE),21.4,<0> (CWE),12.9,<0> (CWE),92.4,<0> (CWE),7.8,<0> (CWE),1.62,<0> (CWE),1.62,<3> ,7.6,<0> (CWE),9.0,<0> (CWE),,,,
noczbwq,P,10/06/2015 15:45,1.0,1.0,{CSM},20.3,<0> (CWE),21.49,<0> (CWE),12.9,<0> (CWE),92.1,<0> (CWE),7.7,<0> (CWE),1.61,<0> (CWE),1.62,<3> ,7.7,<0> (CWE),9.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 14:00,1.0,1.0,{CSM},20.7,<0> (CWE),20.12,<0> (CWE),12.0,<0> (CWE),83.2,<0> (CWE),7.0,<0> (CWE),1.24,<0> (CWE),1.21,<3> ,7.4,<0> (CWE),12.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 14:15,1.0,1.0,{CSM},20.8,<0> (CWE),20.8,<0> (CWE),12.5,<0> (CWE),81.5,<0> (CWE),6.8,<0> (CWE),1.31,<0> (CWE),1.28,<3> ,7.4,<0> (CWE),14.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 14:30,1.0,1.0,{CSM},20.8,<0> (CWE),20.75,<0> (CWE),12.5,<0> (CWE),79.5,<0> (CWE),6.6,<0> (CWE),1.36,<0> (CWE),1.33,<3> ,7.4,<0> (CWE),14.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 14:45,1.0,1.0,{CSM},20.7,<0> (CWE),20.31,<0> (CWE),12.2,<0> (CWE),81.7,<0> (CWE),6.8,<0> (CWE),1.42,<0> (CWE),1.39,<3> ,7.4,<0> (CWE),11.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 15:00,1.0,1.0,{CSM},20.8,<0> (CWE),20.47,<0> (CWE),12.3,<0> (CWE),81.4,<0> (CWE),6.8,<0> (CWE),1.47,<0> (CWE),1.44,<3> ,7.4,<0> (CWE),13.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 15:15,1.0,1.0,{CSM},20.7,<0> (CWE),20.37,<0> (CWE),12.2,<0> (CWE),79.9,<0> (CWE),6.7,<0> (CWE),1.5,<0> (CWE),1.47,<3> ,7.4,<0> (CWE),13.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 15:30,1.0,1.0,{CSM},20.5,<0> (CWE),20.2,<0> (CWE),12.1,<0> (CWE),79.2,<0> (CWE),6.6,<0> (CWE),1.52,<0> (CWE),1.49,<3> ,7.4,<0> (CWE),12.0,<0> (CWE),,,,
noczbwq,P,10/07/2015 15:45,1.0,1.0,{CSM},20.6,<0> (CWE),20.18,<0> (CWE),12.1,<0> (CWE),78.8,<0> (CWE),6.6,<0> (CWE),1.55,<0> (CWE),1.52,<3> ,7.4,<0> (CWE),13.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 14:00,1.0,1.0,{CSM},23.6,<0> (CWE),18.46,<0> (CWE),10.9,<0> (CWE),68.3,<0> (CWE),5.4,<0> (CWE),0.74,<0> (CWE),0.68,<3> ,7.2,<0> (CWE),23.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 14:15,1.0,1.0,{CSM},22.7,<0> (CWE),18.29,<0> (CWE),10.8,<0> (CWE),62.1,<0> (CWE),5.0,<0> (CWE),0.85,<0> (CWE),0.79,<3> ,7.2,<0> (CWE),24.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 14:30,1.0,1.0,{CSM},22.3,<0> (CWE),17.91,<0> (CWE),10.6,<0> (CWE),61.2,<0> (CWE),5.0,<0> (CWE),0.94,<0> (CWE),0.88,<3> ,7.2,<0> (CWE),20.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 14:45,1.0,1.0,{CSM},22.5,<0> (CWE),17.66,<0> (CWE),10.4,<0> (CWE),68.1,<0> (CWE),5.6,<0> (CWE),1.02,<0> (CWE),0.96,<3> ,7.2,<0> (CWE),20.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 15:00,1.0,1.0,{CSM},22.6,<0> (CWE),17.74,<0> (CWE),10.5,<0> (CWE),62.2,<0> (CWE),5.1,<0> (CWE),1.1,<0> (CWE),1.04,<3> ,7.2,<0> (CWE),19.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 15:15,1.0,1.0,{CSM},22.9,<0> (CWE),18.32,<0> (CWE),10.9,<0> (CWE),60.6,<0> (CWE),4.9,<0> (CWE),1.18,<0> (CWE),1.12,<3> ,7.2,<0> (CWE),22.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 15:30,1.0,1.0,{CSM},21.9,<0> (CWE),18.46,<0> (CWE),11.0,<0> (CWE),53.4,<0> (CWE),4.4,<0> (CWE),1.24,<0> (CWE),1.18,<3> ,7.2,<0> (CWE),20.0,<0> (CWE),,,,
noczbwq,P,10/08/2015 15:45,1.0,1.0,{CSM},21.7,<0> (CWE),18.54,<0> (CWE),11.0,<0> (CWE),52.4,<0> (CWE),4.3,<0> (CWE),1.3,<0> (CWE),1.24,<3> ,7.2,<0> (CWE),19.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 14:00,1.0,1.0,{CSM},26.6,<0> (CWE),11.52,<0> (CWE),6.5,<0> (CWE),86.2,<0> (CWE),6.7,<0> (CWE),0.3,<0> (CWE),0.27,<3> ,7.2,<0> (CWE),28.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 14:15,1.0,1.0,{CSM},26.2,<0> (CWE),11.92,<0> (CWE),6.8,<0> (CWE),84.9,<0> (CWE),6.6,<0> (CWE),0.35,<0> (CWE),0.32,<3> ,7.2,<0> (CWE),24.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 14:30,1.0,1.0,{CSM},26.5,<0> (CWE),11.57,<0> (CWE),6.6,<0> (CWE),86.9,<0> (CWE),6.7,<0> (CWE),0.42,<0> (CWE),0.39,<3> ,7.2,<0> (CWE),26.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 14:45,1.0,1.0,{CSM},26.1,<0> (CWE),11.49,<0> (CWE),6.5,<0> (CWE),80.1,<0> (CWE),6.3,<0> (CWE),0.5,<0> (CWE),0.47,<3> ,7.2,<0> (CWE),22.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 15:00,1.0,1.0,{CSM},26.3,<0> (CWE),11.58,<0> (CWE),6.6,<0> (CWE),79.8,<0> (CWE),6.2,<0> (CWE),0.6,<0> (CWE),0.57,<3> ,7.2,<0> (CWE),32.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 15:15,1.0,1.0,{CSM},26.1,<0> (CWE),10.94,<0> (CWE),6.2,<0> (CWE),81.1,<0> (CWE),6.3,<0> (CWE),0.71,<0> (CWE),0.68,<3> ,7.2,<0> (CWE),20.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 15:30,1.0,1.0,{CSM},26.3,<0> (CWE),11.12,<0> (CWE),6.3,<0> (CWE),83.7,<0> (CWE),6.5,<0> (CWE),0.82,<0> (CWE),0.79,<3> ,7.2,<0> (CWE),20.0,<0> (CWE),,,,
noczbwq,P,10/09/2015 15:45,1.0,1.0,{CSM},26.2,<0> (CWE),11.25,<0> (CWE),6.4,<0> (CWE),82.0,<0> (CWE),6.4,<0> (CWE),0.93,<0> (CWE),0.9,<3> ,7.2,<0> (CWE),19.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 14:00,1.0,1.0,{CSM},24.6,<0> (CWE),13.68,<0> (CWE),7.9,<0> (CWE),61.3,<0> (CWE),4.9,<0> (CWE),0.06,<0> (CWE),0.06,<3> ,7.3,<0> (CWE),74.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 14:15,1.0,1.0,{CSM},24.4,<0> (CWE),14.13,<0> (CWE),8.2,<0> (CWE),59.0,<0> (CWE),4.7,<0> (CWE),0.06,<0> (CWE),0.06,<3> ,7.3,<0> (CWE),82.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 14:30,1.0,1.0,{CSM},24.2,<0> (CWE),14.46,<0> (CWE),8.4,<0> (CWE),55.7,<0> (CWE),4.5,<0> (CWE),0.07,<0> (CWE),0.08,<3> ,7.3,<0> (CWE),100.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 14:45,1.0,1.0,{CSM},23.7,<0> (CWE),16.15,<0> (CWE),9.5,<0> (CWE),47.3,<0> (CWE),3.8,<0> (CWE),0.11,<0> (CWE),0.12,<3> ,7.3,<0> (CWE),110.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 15:00,1.0,1.0,{CSM},24.0,<0> (CWE),13.48,<0> (CWE),7.8,<0> (CWE),63.8,<0> (CWE),5.1,<0> (CWE),0.16,<0> (CWE),0.17,<3> ,7.3,<0> (CWE),55.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 15:15,1.0,1.0,{CSM},23.4,<0> (CWE),11.32,<0> (CWE),6.4,<0> (CWE),69.0,<0> (CWE),5.7,<0> (CWE),0.22,<0> (CWE),0.23,<3> ,7.3,<0> (CWE),32.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 15:30,1.0,1.0,{CSM},23.6,<0> (CWE),12.79,<0> (CWE),7.4,<0> (CWE),70.4,<0> (CWE),5.7,<0> (CWE),0.32,<0> (CWE),0.33,<3> ,7.3,<0> (CWE),27.0,<0> (CWE),,,,
noczbwq,P,10/10/2015 15:45,1.0,1.0,{CSM},22.6,<0> (CWE),12.13,<0> (CWE),7.0,<0> (CWE),62.8,<0> (CWE),5.2,<0> (CWE),0.44,<0> (CWE),0.45,<3> ,7.2,<0> (CWE),18.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 14:00,1.0,1.0,{CSM},21.9,<0> (CWE),11.96,<0> (CWE),6.9,<0> (CWE),67.2,<0> (CWE),5.7,<0> (CWE),0.13,<0> (CWE),0.16,<3> ,7.2,<0> (CWE),39.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 14:15,1.0,1.0,{CSM},21.9,<0> (CWE),11.99,<0> (CWE),6.9,<0> (CWE),68.8,<0> (CWE),5.8,<0> (CWE),0.11,<0> (CWE),0.14,<3> ,7.2,<0> (CWE),36.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 14:30,1.0,1.0,{CSM},22.0,<0> (CWE),11.79,<0> (CWE),6.7,<0> (CWE),72.5,<0> (CWE),6.1,<0> (CWE),0.1,<0> (CWE),0.13,<3> ,7.2,<0> (CWE),34.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 14:45,1.0,1.0,{CSM},22.0,<0> (CWE),11.44,<0> (CWE),6.5,<0> (CWE),76.7,<0> (CWE),6.5,<0> (CWE),0.12,<0> (CWE),0.15,<3> ,7.3,<0> (CWE),39.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 15:00,1.0,1.0,{CSM},22.1,<0> (CWE),11.74,<0> (CWE),6.7,<0> (CWE),74.9,<0> (CWE),6.3,<0> (CWE),0.15,<0> (CWE),0.18,<3> ,7.3,<0> (CWE),25.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 15:15,1.0,1.0,{CSM},22.2,<0> (CWE),11.95,<0> (CWE),6.8,<0> (CWE),78.7,<0> (CWE),6.6,<0> (CWE),0.19,<0> (CWE),0.22,<3> ,7.3,<0> (CWE),24.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 15:30,1.0,1.0,{CSM},22.7,<0> (CWE),11.64,<0> (CWE),6.6,<0> (CWE),91.6,<0> (CWE),7.6,<0> (CWE),0.24,<0> (CWE),0.27,<3> ,7.4,<0> (CWE),25.0,<0> (CWE),,,,
noczbwq,P,10/11/2015 15:45,1.0,1.0,{CSM},22.8,<0> (CWE),11.76,<0> (CWE),6.7,<0> (CWE),95.3,<0> (CWE),7.9,<0> (CWE),0.3,<0> (CWE),0.33,<3> ,7.4,<0> (CWE),22.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 14:00,1.0,1.0,{CSM},21.5,<0> (CWE),13.16,<0> (CWE),7.6,<0> (CWE),61.1,<0> (CWE),5.2,<0> (CWE),0.22,<0> (CWE),0.26,<3> ,7.1,<0> (CWE),30.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 14:15,1.0,1.0,{CSM},21.7,<0> (CWE),13.14,<0> (CWE),7.6,<0> (CWE),61.7,<0> (CWE),5.2,<0> (CWE),0.19,<0> (CWE),0.23,<3> ,7.1,<0> (CWE),28.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 14:30,1.0,1.0,{CSM},22.0,<0> (CWE),13.36,<0> (CWE),7.7,<0> (CWE),62.4,<0> (CWE),5.2,<0> (CWE),0.16,<0> (CWE),0.2,<3> ,7.1,<0> (CWE),28.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 14:45,1.0,1.0,{CSM},22.4,<0> (CWE),13.63,<0> (CWE),7.9,<0> (CWE),61.5,<0> (CWE),5.1,<0> (CWE),0.13,<0> (CWE),0.17,<3> ,7.1,<0> (CWE),25.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 15:00,1.0,1.0,{CSM},22.4,<0> (CWE),13.8,<0> (CWE),8.0,<0> (CWE),60.2,<0> (CWE),5.0,<0> (CWE),0.11,<0> (CWE),0.15,<3> ,7.1,<0> (CWE),25.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 15:15,1.0,1.0,{CSM},22.3,<0> (CWE),13.94,<0> (CWE),8.1,<0> (CWE),56.6,<0> (CWE),4.7,<0> (CWE),0.11,<0> (CWE),0.15,<3> ,7.1,<0> (CWE),25.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 15:30,1.0,1.0,{CSM},22.7,<0> (CWE),13.2,<0> (CWE),7.6,<0> (CWE),67.2,<0> (CWE),5.6,<0> (CWE),0.13,<0> (CWE),0.17,<3> ,7.1,<0> (CWE),22.0,<0> (CWE),,,,
noczbwq,P,10/12/2015 15:45,1.0,1.0,{CSM},22.7,<0> (CWE),13.59,<0> (CWE),7.9,<0> (CWE),70.9,<0> (CWE),5.8,<0> (CWE),0.17,<0> (CWE),0.21,<3> ,7.1,<0> (CWE),20.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 14:00,1.0,1.0,{CSM},22.0,<0> (CWE),11.1,<0> (CWE),6.3,<0> (CWE),33.6,<0> (CDA),2.8,<0> (CDA),0.35,<0> (CWE),0.42,<3> ,7.4,<0> (CWE),2.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 14:15,1.0,1.0,{CSM},22.1,<0> (CWE),11.05,<0> (CWE),6.3,<0> (CWE),36.2,<0> (CWE),3.1,<0> (CWE),0.31,<0> (CWE),0.38,<3> ,7.4,<0> (CWE),1.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 14:30,1.0,1.0,{CSM},22.2,<0> (CWE),11.23,<0> (CWE),6.4,<0> (CWE),41.3,<0> (CWE),3.5,<0> (CWE),0.27,<0> (CWE),0.34,<3> ,7.4,<0> (CWE),4.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 14:45,1.0,1.0,{CSM},22.4,<0> (CWE),11.2,<0> (CWE),6.4,<0> (CWE),39.1,<0> (CWE),3.3,<0> (CWE),0.24,<0> (CWE),0.31,<3> ,7.5,<0> (CWE),5.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 15:00,1.0,1.0,{CSM},22.6,<0> (CWE),10.89,<0> (CWE),6.2,<0> (CWE),45.1,<0> (CWE),3.8,<0> (CWE),0.2,<0> (CWE),0.27,<3> ,7.5,<0> (CWE),7.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 15:15,1.0,1.0,{CSM},22.9,<0> (CWE),10.83,<0> (CWE),6.2,<0> (CWE),50.5,<0> (CWE),4.2,<0> (CWE),0.17,<0> (CWE),0.24,<3> ,7.5,<0> (CWE),17.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 15:30,1.0,1.0,{CSM},23.2,<0> (CWE),10.88,<0> (CWE),6.2,<0> (CWE),51.3,<0> (CWE),4.2,<0> (CWE),0.15,<0> (CWE),0.22,<3> ,7.5,<0> (CWE),23.0,<0> (CWE),,,,
noczbwq,P,10/13/2015 15:45,1.0,1.0,{CSM},23.5,<0> (CWE),11.03,<0> (CWE),6.3,<0> (CWE),57.4,<0> (CWE),4.7,<0> (CWE),0.12,<0> (CWE),0.19,<3> ,7.5,<0> (CWE),22.0,<0> (CWE),,,,
noczbwq,P,10/14/2015 14:00,1.0,1.0,{CSM},23.6,<0> (CWE),12.09,<0> (CWE),6.9,<0> (CWE),66.1,<0> (CWE),5.4,<0> (CWE),0.3,<0> (CWE),0.33,<3> ,7.3,<0> (CWE),80.0,<0> (CWE),,,,
noczbwq,P,10/14/2015 14:15,1.0,1.0,{CSM},23.5,<0> (CWE),12.0,<0> (CWE),6.9,<0> (CWE),71.8,<0> (CWE),5.9,<0> (CWE),0.26,<0> (CWE),0.29,<3> ,7.4,<0> (CWE),513.0,<0> (CWE),,,,
